Serial,ElevationAngle,Azimuth
20240603065005,21.32,94.46
20240603070005,23.52,97.29
20240603071005,25.74,100.12
20240603072005,27.96,102.96
20240603073005,30.19,105.79
20240603074005,32.43,108.62
20240603075005,34.67,111.45
20240603080005,36.91,114.29
20240603081005,39.17,117.12
20240603082005,41.42,119.95
20240603083005,43.68,122.78
20240603084005,45.95,125.62
20240603085005,48.22,128.45
20240603090005,50.49,131.28
20240603091005,52.76,134.11
20240603092005,55.04,136.95
20240603093005,57.32,139.78
20240603094005,59.6,142.61
20240603095005,61.89,145.44
20240603100005,64.17,148.28
20240603101005,66.46,151.11
20240603102005,68.74,153.94
20240603103005,71.03,156.77
20240603104005,73.31,159.61
20240603105005,75.59,162.44
20240603110005,77.86,165.27
20240603111005,80.13,168.1
20240603112005,82.37,170.94
20240603113005,84.55,173.77
20240603114005,86.59,176.6
20240603115005,87.95,179.43
20240603120005,87.28,182.27
20240603121005,85.4,185.1
20240603122005,83.25,187.93
20240603123005,81.03,190.76
20240603124005,78.77,193.6
20240603125005,76.5,196.43
20240603130005,74.22,199.26
20240603131005,71.94,202.09
20240603132005,69.66,204.93
20240603133005,67.37,207.76
20240603134005,65.08,210.59
20240603135005,62.8,213.42
20240603140005,60.52,216.26
20240603141005,58.23,219.09
20240603142005,55.95,221.92
20240603143005,53.67,224.75
20240603144005,51.4,227.59
20240603145005,49.13,230.42
20240603150005,46.86,233.25
20240603151005,44.59,236.08
20240603152005,42.33,238.92
20240603153005,40.07,241.75
20240603154005,37.82,244.58
20240603155005,35.57,247.41
20240603160005,33.32,250.25
20240603161005,31.08,253.08
20240603162005,28.85,255.91
20240603163005,26.63,258.74
20240603164005,24.41,261.58
20240603165005,22.2,264.41
20240603170005,19.99,267.24
20240603171005,17.8,270.07
20240603172005,15.61,272.91
20240603173005,13.44,275.74
20240603174005,11.27,278.57
20240603175005,9.12,281.4
20240603180005,6.98,284.24
20240603181005,4.85,287.07
20240603182005,2.74,289.9
20240603183005,0.64,292.73
20240604051005,0.24,66.13
20240604052005,2.32,68.97
20240604053005,4.41,71.8
20240604054005,6.52,74.63
20240604055005,8.64,77.46
20240604060005,10.78,80.3
20240604061005,12.93,83.13
20240604062005,15.09,85.96
20240604063005,17.26,88.79
20240604064005,19.44,91.63
20240604065005,21.62,94.46
20240604070005,23.82,97.29
20240604071005,26.03,100.12
20240604072005,28.24,102.96
20240604073005,30.46,105.79
20240604074005,32.68,108.62
20240604075005,34.92,111.45
20240604080005,37.15,114.29
20240604081005,39.4,117.12
20240604082005,41.64,119.95
20240604083005,43.9,122.78
20240604084005,46.15,125.62
20240604085005,48.41,128.45
20240604090005,50.68,131.28
20240604091005,52.95,134.11
20240604092005,55.22,136.95
20240604093005,57.49,139.78
20240604094005,59.77,142.61
20240604095005,62.04,145.44
20240604100005,64.32,148.28
20240604101005,66.61,151.11
20240604102005,68.89,153.94
20240604103005,71.18,156.77
20240604104005,73.46,159.61
20240604105005,75.75,162.44
20240604110005,78.03,165.27
20240604111005,80.31,168.1
20240604112005,82.59,170.94
20240604113005,84.85,173.77
20240604114005,87.07,176.6
20240604115005,88.9,179.43
20240604120005,87.91,182.27
20240604121005,85.75,185.1
20240604122005,83.5,187.93
20240604123005,81.23,190.76
20240604124005,78.94,193.6
20240604125005,76.66,196.43
20240604130005,74.38,199.26
20240604131005,72.09,202.09
20240604132005,69.8,204.93
20240604133005,67.52,207.76
20240604134005,65.24,210.59
20240604135005,62.96,213.42
20240604140005,60.68,216.26
20240604141005,58.4,219.09
20240604142005,56.13,221.92
20240604143005,53.85,224.75
20240604144005,51.58,227.59
20240604145005,49.32,230.42
20240604150005,47.06,233.25
20240604151005,44.8,236.08
20240604152005,42.54,238.92
20240604153005,40.29,241.75
20240604154005,38.05,244.58
20240604155005,35.81,247.41
20240604160005,33.58,250.25
20240604161005,31.35,253.08
20240604162005,29.13,255.91
20240604163005,26.91,258.74
20240604164005,24.7,261.58
20240604165005,22.5,264.41
20240604170005,20.31,267.24
20240604171005,18.13,270.07
20240604172005,15.95,272.91
20240604173005,13.79,275.74
20240604174005,11.64,278.57
20240604175005,9.5,281.4
20240604180005,7.37,284.24
20240604181005,5.25,287.07
20240604182005,3.15,289.9
20240604183005,1.07,292.73
20240605051005,0.24,66.41
20240605052005,2.32,69.24
20240605053005,4.41,72.06
20240605054005,6.52,74.89
20240605055005,8.64,77.71
20240605060005,10.78,80.54
20240605061005,12.93,83.37
20240605062005,15.09,86.19
20240605063005,17.26,89.02
20240605064005,19.44,91.84
20240605065005,21.62,94.67
20240605070005,23.82,97.49
20240605071005,26.03,100.32
20240605072005,28.24,103.14
20240605073005,30.46,105.97
20240605074005,32.68,108.8
20240605075005,34.92,111.62
20240605080005,37.15,114.45
20240605081005,39.4,117.27
20240605082005,41.64,120.1
20240605083005,43.9,122.92
20240605084005,46.15,125.75
20240605085005,48.41,128.57
20240605090005,50.68,131.4
20240605091005,52.95,134.23
20240605092005,55.22,137.05
20240605093005,57.49,139.88
20240605094005,59.77,142.7
20240605095005,62.04,145.53
20240605100005,64.32,148.35
20240605101005,66.61,151.18
20240605102005,68.89,154.0
20240605103005,71.18,156.83
20240605104005,73.46,159.66
20240605105005,75.75,162.48
20240605110005,78.03,165.31
20240605111005,80.31,168.13
20240605112005,82.59,170.96
20240605113005,84.85,173.78
20240605114005,87.07,176.61
20240605115005,88.9,179.43
20240605120005,87.91,182.26
20240605121005,85.75,185.09
20240605122005,83.5,187.91
20240605123005,81.23,190.74
20240605124005,78.94,193.56
20240605125005,76.66,196.39
20240605130005,74.38,199.21
20240605131005,72.09,202.04
20240605132005,69.8,204.86
20240605133005,67.52,207.69
20240605134005,65.24,210.52
20240605135005,62.96,213.34
20240605140005,60.68,216.17
20240605141005,58.4,218.99
20240605142005,56.13,221.82
20240605143005,53.85,224.64
20240605144005,51.58,227.47
20240605145005,49.32,230.29
20240605150005,47.06,233.12
20240605151005,44.8,235.95
20240605152005,42.54,238.77
20240605153005,40.29,241.6
20240605154005,38.05,244.42
20240605155005,35.81,247.25
20240605160005,33.58,250.07
20240605161005,31.35,252.9
20240605162005,29.13,255.72
20240605163005,26.91,258.55
20240605164005,24.7,261.38
20240605165005,22.5,264.2
20240605170005,20.31,267.03
20240605171005,18.13,269.85
20240605172005,15.95,272.68
20240605173005,13.79,275.5
20240605174005,11.64,278.33
20240605175005,9.5,281.15
20240605180005,7.37,283.98
20240605181005,5.25,286.81
20240605182005,3.15,289.63
20240605183005,1.07,292.46
20240606051005,0.24,66.41
20240606052005,2.32,69.24
20240606053005,4.41,72.06
20240606054005,6.52,74.89
20240606055005,8.64,77.71
20240606060005,10.78,80.54
20240606061005,12.93,83.37
20240606062005,15.09,86.19
20240606063005,17.26,89.02
20240606064005,19.44,91.84
20240606065005,21.62,94.67
20240606070005,23.82,97.49
20240606071005,26.03,100.32
20240606072005,28.24,103.14
20240606073005,30.46,105.97
20240606074005,32.68,108.8
20240606075005,34.92,111.62
20240606080005,37.15,114.45
20240606081005,39.4,117.27
20240606082005,41.64,120.1
20240606083005,43.9,122.92
20240606084005,46.15,125.75
20240606085005,48.41,128.57
20240606090005,50.68,131.4
20240606091005,52.95,134.23
20240606092005,55.22,137.05
20240606093005,57.49,139.88
20240606094005,59.77,142.7
20240606095005,62.04,145.53
20240606100005,64.32,148.35
20240606101005,66.61,151.18
20240606102005,68.89,154.0
20240606103005,71.18,156.83
20240606104005,73.46,159.66
20240606105005,75.75,162.48
20240606110005,78.03,165.31
20240606111005,80.31,168.13
20240606112005,82.59,170.96
20240606113005,84.85,173.78
20240606114005,87.07,176.61
20240606115005,88.9,179.43
20240606120005,87.91,182.26
20240606121005,85.75,185.09
20240606122005,83.5,187.91
20240606123005,81.23,190.74
20240606124005,78.94,193.56
20240606125005,76.66,196.39
20240606130005,74.38,199.21
20240606131005,72.09,202.04
20240606132005,69.8,204.86
20240606133005,67.52,207.69
20240606134005,65.24,210.52
20240606135005,62.96,213.34
20240606140005,60.68,216.17
20240606141005,58.4,218.99
20240606142005,56.13,221.82
20240606143005,53.85,224.64
20240606144005,51.58,227.47
20240606145005,49.32,230.29
20240606150005,47.06,233.12
20240606151005,44.8,235.95
20240606152005,42.54,238.77
20240606153005,40.29,241.6
20240606154005,38.05,244.42
20240606155005,35.81,247.25
20240606160005,33.58,250.07
20240606161005,31.35,252.9
20240606162005,29.13,255.72
20240606163005,26.91,258.55
20240606164005,24.7,261.38
20240606165005,22.5,264.2
20240606170005,20.31,267.03
20240606171005,18.13,269.85
20240606172005,15.95,272.68
20240606173005,13.79,275.5
20240606174005,11.64,278.33
20240606175005,9.5,281.15
20240606180005,7.37,283.98
20240606181005,5.25,286.81
20240606182005,3.15,289.63
20240606183005,1.07,292.46
20240607051005,0.24,66.42
20240607052005,2.32,69.25
20240607053005,4.41,72.09
20240607054005,6.52,74.92
20240607055005,8.64,77.75
20240607060005,10.78,80.59
20240607061005,12.93,83.42
20240607062005,15.09,86.26
20240607063005,17.26,89.09
20240607064005,19.44,91.93
20240607065005,21.62,94.76
20240607070005,23.82,97.6
20240607071005,26.03,100.43
20240607072005,28.24,103.26
20240607073005,30.46,106.1
20240607074005,32.68,108.93
20240607075005,34.92,111.77
20240607080005,37.15,114.6
20240607081005,39.4,117.44
20240607082005,41.64,120.27
20240607083005,43.9,123.1
20240607084005,46.15,125.94
20240607085005,48.41,128.77
20240607090005,50.68,131.61
20240607091005,52.95,134.44
20240607092005,55.22,137.28
20240607093005,57.49,140.11
20240607094005,59.77,142.94
20240607095005,62.04,145.78
20240607100005,64.32,148.61
20240607101005,66.61,151.45
20240607102005,68.89,154.28
20240607103005,71.18,157.12
20240607104005,73.46,159.95
20240607105005,75.75,162.79
20240607110005,78.03,165.62
20240607111005,80.31,168.45
20240607112005,82.59,171.29
20240607113005,84.85,174.12
20240607114005,87.07,176.96
20240607115005,88.9,179.79
20240607120005,87.91,182.63
20240607121005,85.75,185.46
20240607122005,83.5,188.29
20240607123005,81.23,191.13
20240607124005,78.94,193.96
20240607125005,76.66,196.8
20240607130005,74.38,199.63
20240607131005,72.09,202.47
20240607132005,69.8,205.3
20240607133005,67.52,208.13
20240607134005,65.24,210.97
20240607135005,62.96,213.8
20240607140005,60.68,216.64
20240607141005,58.4,219.47
20240607142005,56.13,222.31
20240607143005,53.85,225.14
20240607144005,51.58,227.98
20240607145005,49.32,230.81
20240607150005,47.06,233.64
20240607151005,44.8,236.48
20240607152005,42.54,239.31
20240607153005,40.29,242.15
20240607154005,38.05,244.98
20240607155005,35.81,247.82
20240607160005,33.58,250.65
20240607161005,31.35,253.48
20240607162005,29.13,256.32
20240607163005,26.91,259.15
20240607164005,24.7,261.99
20240607165005,22.5,264.82
20240607170005,20.31,267.66
20240607171005,18.13,270.49
20240607172005,15.95,273.33
20240607173005,13.79,276.16
20240607174005,11.64,278.99
20240607175005,9.5,281.83
20240607180005,7.37,284.66
20240607181005,5.25,287.5
20240607182005,3.15,290.33
20240607183005,1.07,293.17
20240607184005,-1.0,296.0
20240608051005,0.03,65.42
20240608052005,2.11,68.27
20240608053005,4.2,71.12
20240608054005,6.31,73.96
20240608055005,8.43,76.81
20240608060005,10.57,79.66
20240608061005,12.71,82.5
20240608062005,14.87,85.35
20240608063005,17.04,88.2
20240608064005,19.22,91.04
20240608065005,21.4,93.89
20240608070005,23.6,96.74
20240608071005,25.81,99.58
20240608072005,28.02,102.43
20240608073005,30.24,105.28
20240608074005,32.46,108.12
20240608075005,34.69,110.97
20240608080005,36.93,113.82
20240608081005,39.17,116.66
20240608082005,41.42,119.51
20240608083005,43.67,122.36
20240608084005,45.93,125.2
20240608085005,48.19,128.05
20240608090005,50.45,130.9
20240608091005,52.72,133.74
20240608092005,54.99,136.59
20240608093005,57.26,139.44
20240608094005,59.54,142.28
20240608095005,61.82,145.13
20240608100005,64.1,147.98
20240608101005,66.38,150.82
20240608102005,68.66,153.67
20240608103005,70.95,156.52
20240608104005,73.23,159.36
20240608105005,75.52,162.21
20240608110005,77.8,165.06
20240608111005,80.09,167.9
20240608112005,82.36,170.75
20240608113005,84.63,173.6
20240608114005,86.85,176.44
20240608115005,88.79,179.29
20240608120005,88.11,182.13
20240608121005,85.97,184.98
20240608122005,83.73,187.83
20240608123005,81.45,190.67
20240608124005,79.17,193.52
20240608125005,76.89,196.37
20240608130005,74.6,199.21
20240608131005,72.32,202.06
20240608132005,70.03,204.91
20240608133005,67.75,207.75
20240608134005,65.47,210.6
20240608135005,63.18,213.45
20240608140005,60.9,216.29
20240608141005,58.63,219.14
20240608142005,56.35,221.99
20240608143005,54.08,224.83
20240608144005,51.81,227.68
20240608145005,49.55,230.53
20240608150005,47.28,233.37
20240608151005,45.02,236.22
20240608152005,42.77,239.07
20240608153005,40.52,241.91
20240608154005,38.27,244.76
20240608155005,36.03,247.61
20240608160005,33.8,250.45
20240608161005,31.57,253.3
20240608162005,29.35,256.15
20240608163005,27.13,258.99
20240608164005,24.92,261.84
20240608165005,22.72,264.69
20240608170005,20.53,267.53
20240608171005,18.34,270.38
20240608172005,16.17,273.23
20240608173005,14.01,276.07
20240608174005,11.85,278.92
20240608175005,9.71,281.77
20240608180005,7.58,284.61
20240608181005,5.46,287.46
20240608182005,3.36,290.31
20240608183005,1.28,293.15
20240608184005,-0.79,296.0
20240609051005,0.03,65.42
20240609052005,2.11,68.27
20240609053005,4.2,71.12
20240609054005,6.31,73.96
20240609055005,8.43,76.81
20240609060005,10.57,79.66
20240609061005,12.71,82.5
20240609062005,14.87,85.35
20240609063005,17.04,88.2
20240609064005,19.22,91.04
20240609065005,21.4,93.89
20240609070005,23.6,96.74
20240609071005,25.81,99.58
20240609072005,28.02,102.43
20240609073005,30.24,105.28
20240609074005,32.46,108.12
20240609075005,34.69,110.97
20240609080005,36.93,113.82
20240609081005,39.17,116.66
20240609082005,41.42,119.51
20240609083005,43.67,122.36
20240609084005,45.93,125.2
20240609085005,48.19,128.05
20240609090005,50.45,130.9
20240609091005,52.72,133.74
20240609092005,54.99,136.59
20240609093005,57.26,139.44
20240609094005,59.54,142.28
20240609095005,61.82,145.13
20240609100005,64.1,147.98
20240609101005,66.38,150.82
20240609102005,68.66,153.67
20240609103005,70.95,156.52
20240609104005,73.23,159.36
20240609105005,75.52,162.21
20240609110005,77.8,165.06
20240609111005,80.09,167.9
20240609112005,82.36,170.75
20240609113005,84.63,173.6
20240609114005,86.85,176.44
20240609115005,88.79,179.29
20240609120005,88.11,182.13
20240609121005,85.97,184.98
20240609122005,83.73,187.83
20240609123005,81.45,190.67
20240609124005,79.17,193.52
20240609125005,76.89,196.37
20240609130005,74.6,199.21
20240609131005,72.32,202.06
20240609132005,70.03,204.91
20240609133005,67.75,207.75
20240609134005,65.47,210.6
20240609135005,63.18,213.45
20240609140005,60.9,216.29
20240609141005,58.63,219.14
20240609142005,56.35,221.99
20240609143005,54.08,224.83
20240609144005,51.81,227.68
20240609145005,49.55,230.53
20240609150005,47.28,233.37
20240609151005,45.02,236.22
20240609152005,42.77,239.07
20240609153005,40.52,241.91
20240609154005,38.27,244.76
20240609155005,36.03,247.61
20240609160005,33.8,250.45
20240609161005,31.57,253.3
20240609162005,29.35,256.15
20240609163005,27.13,258.99
20240609164005,24.92,261.84
20240609165005,22.72,264.69
20240609170005,20.53,267.53
20240609171005,18.34,270.38
20240609172005,16.17,273.23
20240609173005,14.01,276.07
20240609174005,11.85,278.92
20240609175005,9.71,281.77
20240609180005,7.58,284.61
20240609181005,5.46,287.46
20240609182005,3.36,290.31
20240609183005,1.28,293.15
20240609184005,-0.79,296.0
20240610051005,0.03,65.42
20240610052005,2.11,68.26
20240610053005,4.2,71.11
20240610054005,6.31,73.95
20240610055005,8.43,76.79
20240610060005,10.57,79.64
20240610061005,12.71,82.48
20240610062005,14.87,85.32
20240610063005,17.04,88.17
20240610064005,19.22,91.01
20240610065005,21.4,93.85
20240610070005,23.6,96.7
20240610071005,25.81,99.54
20240610072005,28.02,102.38
20240610073005,30.24,105.23
20240610074005,32.46,108.07
20240610075005,34.69,110.91
20240610080005,36.93,113.75
20240610081005,39.17,116.6
20240610082005,41.42,119.44
20240610083005,43.67,122.28
20240610084005,45.93,125.13
20240610085005,48.19,127.97
20240610090005,50.45,130.81
20240610091005,52.72,133.66
20240610092005,54.99,136.5
20240610093005,57.26,139.34
20240610094005,59.54,142.19
20240610095005,61.82,145.03
20240610100005,64.1,147.87
20240610101005,66.38,150.72
20240610102005,68.66,153.56
20240610103005,70.95,156.4
20240610104005,73.23,159.25
20240610105005,75.52,162.09
20240610110005,77.8,164.93
20240610111005,80.09,167.77
20240610112005,82.36,170.62
20240610113005,84.63,173.46
20240610114005,86.85,176.3
20240610115005,88.79,179.15
20240610120005,88.11,181.99
20240610121005,85.97,184.83
20240610122005,83.73,187.68
20240610123005,81.45,190.52
20240610124005,79.17,193.36
20240610125005,76.89,196.21
20240610130005,74.6,199.05
20240610131005,72.32,201.89
20240610132005,70.03,204.74
20240610133005,67.75,207.58
20240610134005,65.47,210.42
20240610135005,63.18,213.26
20240610140005,60.9,216.11
20240610141005,58.63,218.95
20240610142005,56.35,221.79
20240610143005,54.08,224.64
20240610144005,51.81,227.48
20240610145005,49.55,230.32
20240610150005,47.28,233.17
20240610151005,45.02,236.01
20240610152005,42.77,238.85
20240610153005,40.52,241.7
20240610154005,38.27,244.54
20240610155005,36.03,247.38
20240610160005,33.8,250.23
20240610161005,31.57,253.07
20240610162005,29.35,255.91
20240610163005,27.13,258.75
20240610164005,24.92,261.6
20240610165005,22.72,264.44
20240610170005,20.53,267.28
20240610171005,18.34,270.13
20240610172005,16.17,272.97
20240610173005,14.01,275.81
20240610174005,11.85,278.66
20240610175005,9.71,281.5
